D:\PP_lab2\PP_lab2\dataset\bayhorse\0058.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0059.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0060.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0061.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0062.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0063.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0064.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0065.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0066.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0067.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0068.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0069.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0070.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0071.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0072.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0073.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0074.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0075.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0076.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0077.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0078.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0079.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0080.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0081.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0082.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0083.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0084.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0085.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0086.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0087.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0088.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0089.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0090.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0091.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0092.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0093.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0094.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0095.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0096.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0097.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0098.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0099.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0100.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0101.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0102.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0103.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0104.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0105.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0106.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0107.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0108.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0109.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0110.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0111.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0112.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0113.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0114.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0115.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0116.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0117.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0118.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0119.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0120.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0121.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0122.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0123.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0124.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0125.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0126.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0127.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0128.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0129.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0130.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0131.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0132.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0133.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0134.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0135.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0136.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0137.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0138.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0139.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0140.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0141.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0142.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0143.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0144.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0145.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0146.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0147.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0148.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0149.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0150.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0151.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0152.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0153.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0154.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0155.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0156.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0157.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0158.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0159.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0160.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0161.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0162.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0163.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0164.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0165.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0166.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0167.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0168.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0169.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0170.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0171.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0172.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0173.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0174.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0175.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0176.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0177.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0178.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0179.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0180.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0181.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0182.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0183.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0184.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0185.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0186.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0187.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0188.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0189.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0190.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0191.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0192.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0193.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0194.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0195.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0196.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0197.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0198.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0199.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0200.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0201.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0202.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0203.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0204.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0205.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0206.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0207.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0208.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0209.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0210.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0211.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0212.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0213.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0214.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0215.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0216.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0217.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0218.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0219.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0220.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0221.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0222.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0223.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0224.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0225.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0226.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0227.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0228.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0229.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0230.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0231.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0232.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0233.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0234.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0235.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0236.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0237.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0238.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0239.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0240.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0241.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0242.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0243.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0244.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0245.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0246.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0247.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0248.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0249.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0250.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0251.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0252.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0253.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0254.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0255.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0256.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0257.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0258.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0259.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0260.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0261.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0262.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0263.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0264.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0265.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0266.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0267.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0268.jpg bayhorse
D:\PP_lab2\PP_lab2\dataset\bayhorse\0269.jpg bayhorse
